8.017818450927734375e+00,1.411534881591796875e+01,1.276787471771240234e+01,1.558044147491455078e+01,1.054664707183837891e+01,6.051033020019531250e+00,2.212108802795410156e+01,1.236472606658935547e+01,2.765887260437011719e+00,2.353490257263183594e+01,1.149534511566162109e+01,2.114666461944580078e+00,2.345520591735839844e+01,6.897618770599365234e+00,5.505595207214355469e+00,1.000000000000000000e+00
1.586251449584960938e+01,5.593106269836425781e+00,1.732977294921875000e+01,1.266378307342529297e+01,1.298600101470947266e+01,4.527069091796875000e+00,1.440253448486328125e+01,9.915576934814453125e+00,5.511789917945861816e-01,1.537183380126953125e+01,5.986575126647949219e+00,1.675509452819824219e+00,2.211437988281250000e+01,7.982116699218750000e+00,6.175828456878662109e+00,1.000000000000000000e+00
1.481487655639648438e+01,9.369549751281738281e+00,1.780177688598632812e+01,1.223050689697265625e+01,5.391757488250732422e+00,4.184230804443359375e+00,6.020946502685546875e+00,7.160340785980224609e+00,5.106843948364257812e+00,7.786617755889892578e+00,4.218602180480957031e+00,2.892307996749877930e+00,6.629269123077392578e+00,6.627413749694824219e+00,5.326403141021728516e+00,1.000000000000000000e+00
1.950427055358886719e+01,2.442036247253417969e+01,3.241817092895507812e+01,2.175221061706542969e+01,8.847475051879882812e+00,7.416017055511474609e+00,2.786517143249511719e+01,1.365099048614501953e+01,4.615173816680908203e+00,1.943040847778320312e+01,3.148990869522094727e+00,3.476798772811889648e+00,1.554385757446289062e+01,4.918714046478271484e+00,9.099712371826171875e+00,1.000000000000000000e+00
1.861606979370117188e+01,2.158984184265136719e+01,2.769818496704101562e+01,2.335407447814941406e+01,9.622397422790527344e+00,2.508682966232299805e+00,1.952544403076171875e+01,6.688466072082519531e+00,1.388197898864746094e+00,1.766677665710449219e+01,1.316180825233459473e+00,5.183407783508300781e+00,1.484121608734130859e+01,3.445169210433959961e+00,8.856642723083496094e+00,1.000000000000000000e+00
1.880291366577148438e+01,2.604490852355957031e+01,2.195161819458007812e+01,2.491963386535644531e+01,9.684298515319824219e+00,6.483794689178466797e+00,1.922667503356933594e+01,8.677816390991210938e+00,2.338668346405029297e+00,1.904402351379394531e+01,4.871469497680664062e+00,5.146413803100585938e+00,1.636666488647460938e+01,5.561152935028076172e+00,1.064217090606689453e+01,1.000000000000000000e+00
2.083499717712402344e+01,3.253255844116210938e+01,2.094686317443847656e+01,2.665773010253906250e+01,1.874935531616210938e+01,1.024588871002197266e+01,2.183461761474609375e+01,8.286126136779785156e+00,2.427691936492919922e+00,2.076321601867675781e+01,4.785750865936279297e+00,4.492939949035644531e+00,1.732482528686523438e+01,4.416220188140869141e+00,8.654453277587890625e+00,1.000000000000000000e+00
2.357923698425292969e+01,2.091822624206542969e+01,2.100120162963867188e+01,2.710118484497070312e+01,2.124892616271972656e+01,1.025297546386718750e+01,1.949635124206542969e+01,1.034711551666259766e+01,2.388479471206665039e+00,1.663271903991699219e+01,2.684352874755859375e+00,5.998075485229492188e+00,1.685021400451660156e+01,3.652953147888183594e+00,1.023693084716796875e+01,1.000000000000000000e+00
2.507731246948242188e+01,1.965982246398925781e+01,8.471912384033203125e+00,3.255405044555664062e+01,2.384295272827148438e+01,1.922644805908203125e+01,2.693035507202148438e+01,9.407173156738281250e+00,2.601886272430419922e+00,1.713272476196289062e+01,1.217229747772216797e+01,1.514642620086669922e+01,1.711012077331542969e+01,9.656416893005371094e+00,1.630131530761718750e+01,1.000000000000000000e+00
2.619833183288574219e+01,2.457056999206542969e+01,1.403047370910644531e+01,3.313564300537109375e+01,2.511012268066406250e+01,3.526686859130859375e+01,2.543074989318847656e+01,1.414746761322021484e+01,3.768441390991210938e+01,1.298658466339111328e+01,1.715415191650390625e+01,3.190654945373535156e+01,1.953621673583984375e+01,1.806401443481445312e+01,2.620566749572753906e+01,1.000000000000000000e+00
2.658785820007324219e+01,1.697344207763671875e+01,1.183474540710449219e+01,3.461392593383789062e+01,3.713603973388671875e+01,3.988089370727539062e+01,2.225572586059570312e+01,3.388750839233398438e+01,6.634722137451171875e+01,1.372163677215576172e+01,4.527827072143554688e+01,4.167964935302734375e+01,2.237451171875000000e+01,3.919823455810546875e+01,3.571995162963867188e+01,1.000000000000000000e+00
2.912678146362304688e+01,1.200202655792236328e+01,1.784293365478515625e+01,3.645377731323242188e+01,1.128618164062500000e+02,3.077438163757324219e+01,1.810289955139160156e+01,1.233319931030273438e+02,2.522592544555664062e+01,1.474845218658447266e+01,1.119910430908203125e+02,2.794228744506835938e+01,3.473217391967773438e+01,8.019220733642578125e+01,3.037576293945312500e+01,1.000000000000000000e+00
3.467090225219726562e+01,1.472614192962646484e+01,1.898585128784179688e+01,3.921405029296875000e+01,1.279940795898437500e+02,2.935732269287109375e+01,1.621842002868652344e+01,1.387299804687500000e+02,1.836384773254394531e+01,1.305715084075927734e+01,1.241688461303710938e+02,2.475107955932617188e+01,3.181044578552246094e+01,9.300153350830078125e+01,2.840503311157226562e+01,1.000000000000000000e+00
3.428150939941406250e+01,2.211348915100097656e+01,2.970737648010253906e+01,4.614124679565429688e+01,1.055164413452148438e+02,3.167686653137207031e+01,2.971208381652832031e+01,1.144633560180664062e+02,2.698314857482910156e+01,1.393324565887451172e+01,1.109561080932617188e+02,2.739401817321777344e+01,2.533596038818359375e+01,8.482980346679687500e+01,2.824792861938476562e+01,1.000000000000000000e+00
3.449814987182617188e+01,1.851078033447265625e+01,2.163459968566894531e+01,4.576074218750000000e+01,1.186198348999023438e+02,3.409109497070312500e+01,2.965226936340332031e+01,1.273015365600585938e+02,2.906637954711914062e+01,1.242075061798095703e+01,1.259840927124023438e+02,2.349804687500000000e+01,2.496309471130371094e+01,1.029866943359375000e+02,2.226627731323242188e+01,1.000000000000000000e+00
3.947943115234375000e+01,1.686285209655761719e+01,2.762121963500976562e+01,5.112374877929687500e+01,1.071297149658203125e+02,2.776276969909667969e+01,2.730696678161621094e+01,1.212135086059570312e+02,1.698180961608886719e+01,1.263623332977294922e+01,1.130541381835937500e+02,2.638419342041015625e+01,2.595610427856445312e+01,8.836608123779296875e+01,2.444889068603515625e+01,1.000000000000000000e+00
3.681906509399414062e+01,2.145505142211914062e+01,3.236580657958984375e+01,5.155303192138671875e+01,9.866652679443359375e+01,3.508971405029296875e+01,2.925863075256347656e+01,1.159921493530273438e+02,2.237911605834960938e+01,1.319126510620117188e+01,1.135346755981445312e+02,2.492974472045898438e+01,3.086816787719726562e+01,9.375075531005859375e+01,2.224756813049316406e+01,1.000000000000000000e+00
