3.337409210205078125e+01,9.154315948486328125e+00,6.045434951782226562e+00,8.509538650512695312e+00,7.289929389953613281e+00,9.891549348831176758e-01,5.171875000000000000e+00,7.999630451202392578e+00,3.642164170742034912e-01,6.864411830902099609e+00,6.430025577545166016e+00,3.668419122695922852e+00,1.405925750732421875e+01,2.895915746688842773e+00,5.887617588043212891e+00,0.000000000000000000e+00
2.736104774475097656e+01,6.936833858489990234e+00,3.415497303009033203e+00,9.813982009887695312e+00,4.953695297241210938e+00,1.543747305870056152e+00,6.133942127227783203e+00,5.326743125915527344e+00,2.585731506347656250e+00,4.139697551727294922e+00,5.310638904571533203e+00,1.153238296508789062e+00,6.309358119964599609e+00,4.079060554504394531e-01,2.418033123016357422e+00,0.000000000000000000e+00
2.274252700805664062e+01,3.975575923919677734e+00,2.524107217788696289e+00,1.074120140075683594e+01,6.871821403503417969e+00,2.209621906280517578e+00,6.061344146728515625e+00,6.220634937286376953e+00,1.542356967926025391e+00,6.064765453338623047e+00,5.531361103057861328e+00,2.946658611297607422e+00,1.015180873870849609e+01,1.967247843742370605e+00,5.968651771545410156e+00,0.000000000000000000e+00
1.787577247619628906e+01,3.731192827224731445e+00,2.472083330154418945e+00,1.021790122985839844e+01,9.279593467712402344e+00,4.396533012390136719e+00,5.898570537567138672e+00,7.172042369842529297e+00,2.408395528793334961e+00,5.928977966308593750e+00,5.957716464996337891e+00,4.679430007934570312e+00,5.145552635192871094e+00,3.484456062316894531e+00,5.169465541839599609e+00,0.000000000000000000e+00
1.483756923675537109e+01,3.615739822387695312e+00,2.532104253768920898e+00,7.306560993194580078e+00,1.357962131500244141e+01,8.492471694946289062e+00,3.786276578903198242e+00,9.974819183349609375e+00,4.363150596618652344e+00,3.330054998397827148e+00,8.808916091918945312e+00,6.242687225341796875e+00,5.952136516571044922e+00,1.814372253417968750e+01,1.469776248931884766e+01,0.000000000000000000e+00
1.085752391815185547e+01,5.972094058990478516e+00,2.914778947830200195e+00,7.160817623138427734e+00,7.510100364685058594e+00,5.613993644714355469e+00,3.767040491104125977e+00,7.816921234130859375e+00,3.882450342178344727e+00,5.426808357238769531e+00,9.907960891723632812e+00,5.302757740020751953e+00,2.663018417358398438e+01,2.508690643310546875e+01,1.199038887023925781e+01,0.000000000000000000e+00
1.403530216217041016e+01,4.279757499694824219e+00,3.173379659652709961e+00,6.536872386932373047e+00,1.125614261627197266e+01,7.078977108001708984e+00,1.433220744132995605e+00,1.408506774902343750e+01,3.923591375350952148e+00,6.161275386810302734e+00,1.691380119323730469e+01,5.403386592864990234e+00,1.241713285446166992e+00,2.663788795471191406e+01,1.073740291595458984e+01,0.000000000000000000e+00
8.852205276489257812e+00,4.547305583953857422e+00,2.195921659469604492e+00,4.489316940307617188e+00,7.714373111724853516e+00,8.280565261840820312e+00,3.645547389984130859e+00,1.108182716369628906e+01,5.396765708923339844e+00,1.921001195907592773e+00,1.733114242553710938e+01,6.058167457580566406e+00,4.345777893066406250e+01,3.423517227172851562e+01,1.588352394104003906e+01,0.000000000000000000e+00
1.231473541259765625e+01,2.631832838058471680e+00,3.619661808013916016e+00,8.230859756469726562e+00,7.702385902404785156e+00,5.864378452301025391e+00,4.729793548583984375e+00,1.183862018585205078e+01,4.783133983612060547e+00,5.611447811126708984e+00,1.401921272277832031e+01,4.601845264434814453e+00,1.247007083892822266e+01,2.618283843994140625e+01,6.591954708099365234e+00,0.000000000000000000e+00
1.070832252502441406e+01,6.121616363525390625e+00,1.582645416259765625e+00,7.093721389770507812e+00,7.782654762268066406e+00,6.101844310760498047e+00,4.377275466918945312e+00,1.289433002471923828e+01,4.268228530883789062e+00,9.379075050354003906e+00,1.499935531616210938e+01,4.792437553405761719e+00,1.780351257324218750e+01,2.396228599548339844e+01,5.502882957458496094e+00,0.000000000000000000e+00
1.028228378295898438e+01,7.475482940673828125e+00,6.611474156379699707e-01,6.996103763580322266e+00,9.477794647216796875e+00,9.259239196777343750e+00,5.486164093017578125e+00,1.463371276855468750e+01,6.491086959838867188e+00,7.999004364013671875e+00,1.808263206481933594e+01,8.112826347351074219e+00,1.461477375030517578e+01,2.792314147949218750e+01,1.796249389648437500e+01,0.000000000000000000e+00
1.426328754425048828e+01,8.606005668640136719e+00,2.060220003128051758e+00,7.376937866210937500e+00,8.024690628051757812e+00,9.672980308532714844e+00,4.144943714141845703e+00,1.458390808105468750e+01,6.895360946655273438e+00,9.748320579528808594e+00,1.582387733459472656e+01,6.754487991333007812e+00,1.421103000640869141e+01,2.270630836486816406e+01,8.393131256103515625e+00,0.000000000000000000e+00
9.302255630493164062e+00,7.022055149078369141e+00,1.790135979652404785e+00,1.091117477416992188e+01,1.315249156951904297e+01,1.178594207763671875e+01,4.035695552825927734e+00,2.636077880859375000e+01,9.152237892150878906e+00,6.081751346588134766e+00,3.200945281982421875e+01,8.285884857177734375e+00,1.690245819091796875e+01,3.921318817138671875e+01,8.984398841857910156e+00,0.000000000000000000e+00
1.148926830291748047e+01,8.224242210388183594e+00,2.058358669281005859e+00,1.157498359680175781e+01,1.208847236633300781e+01,1.056449413299560547e+01,6.727946758270263672e+00,2.048127746582031250e+01,6.528178691864013672e+00,7.231246471405029297e+00,2.954225921630859375e+01,7.053683757781982422e+00,1.383274173736572266e+01,3.665928268432617188e+01,8.551191329956054688e+00,0.000000000000000000e+00
1.183393669128417969e+01,6.022170543670654297e+00,3.291312217712402344e+00,9.340541839599609375e+00,1.230342864990234375e+01,1.173726844787597656e+01,6.055519580841064453e+00,2.183363914489746094e+01,8.145133018493652344e+00,3.387155055999755859e+00,2.997260093688964844e+01,8.846807479858398438e+00,9.050090789794921875e+00,3.784237670898437500e+01,8.372297286987304688e+00,0.000000000000000000e+00
1.458704090118408203e+01,7.481368541717529297e+00,3.538693904876708984e+00,9.309159278869628906e+00,1.359462642669677734e+01,1.243781948089599609e+01,8.115852355957031250e+00,1.894740104675292969e+01,7.748838901519775391e+00,7.063647747039794922e+00,2.202198219299316406e+01,7.986287593841552734e+00,8.829274177551269531e+00,3.074508476257324219e+01,8.238903999328613281e+00,0.000000000000000000e+00
1.140730476379394531e+01,6.857521057128906250e+00,4.193657398223876953e+00,8.263674736022949219e+00,1.593898963928222656e+01,1.237748432159423828e+01,9.435997009277343750e+00,2.099655151367187500e+01,7.881497383117675781e+00,9.431993484497070312e+00,2.612292480468750000e+01,8.836894035339355469e+00,1.855269622802734375e+01,2.858887481689453125e+01,6.211481571197509766e+00,0.000000000000000000e+00
1.310243129730224609e+01,6.808745861053466797e+00,2.218083620071411133e+00,7.597693443298339844e+00,1.142984390258789062e+01,1.218576622009277344e+01,1.020681476593017578e+01,1.481412506103515625e+01,8.458399772644042969e+00,1.311910057067871094e+01,1.573260402679443359e+01,8.841015815734863281e+00,1.063950538635253906e+01,1.849477386474609375e+01,9.994729042053222656e+00,0.000000000000000000e+00
1.472736072540283203e+01,6.977746486663818359e+00,1.594875693321228027e+00,8.405994415283203125e+00,1.218941211700439453e+01,1.304722118377685547e+01,8.779634475708007812e+00,1.874816131591796875e+01,8.456618309020996094e+00,1.303271007537841797e+01,1.959670066833496094e+01,8.333074569702148438e+00,1.194220161437988281e+01,1.643347549438476562e+01,9.082720756530761719e+00,0.000000000000000000e+00
1.265659618377685547e+01,5.772918701171875000e+00,3.339507281780242920e-01,6.043366432189941406e+00,1.320808029174804688e+01,1.291245269775390625e+01,6.904842853546142578e+00,1.854897880554199219e+01,7.362304687500000000e+00,8.703510284423828125e+00,2.160264205932617188e+01,8.318893432617187500e+00,9.389985084533691406e+00,2.421675491333007812e+01,9.309290885925292969e+00,0.000000000000000000e+00
1.263432312011718750e+01,3.849217891693115234e+00,3.436792850494384766e+00,5.836096763610839844e+00,1.336847114562988281e+01,1.199144649505615234e+01,5.546785354614257812e+00,2.083244705200195312e+01,9.232160568237304688e+00,7.040816783905029297e+00,2.705018043518066406e+01,9.632091522216796875e+00,9.483845710754394531e+00,2.988553047180175781e+01,1.015822410583496094e+01,0.000000000000000000e+00
